experiment,prompt_tokens,observed_answer_position,answer_text,generated_text,generated_answer_text,token_exact_match,normalized_text_exact_match,exact_match,sequence_logprob,mean_token_logprob,first_token_entropy,mean_relevant_attention,mean_sink_over_relevant,example_id,filler_type,sink_prefix_tokens,total_tokens,mean_layer_cosine,late_layer_cosine
sink_stress,4096,0.699951171875,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-10.2421875,-0.85400390625,1.060546875,0.04187262706674064,1454917.096236854,example_0001,table,256,4096,0.9720597863197327,0.976263701915741
sink_stress,4096,0.699951171875,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-7.92578125,-0.72021484375,1.8671875,0.05322595539141582,1392281.682638077,example_0002,table,256,4096,0.9755719304084778,0.9776945114135742
sink_stress,4096,0.699951171875,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-9.8359375,-0.8193359375,0.7490234375,,,example_0003,table,256,4096,0.9704362750053406,0.9706178307533264
sink_stress,4096,0.699951171875,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-13.5625,-1.2333984375,0.68212890625,,,example_0004,table,256,4096,0.9654516577720642,0.9557666182518005
sink_stress,4096,0.699951171875,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-14.421875,-1.2021484375,1.5927734375,,,example_0005,table,256,4096,0.9754462242126465,0.9776694178581238
sink_stress,4096,0.699951171875,GOLDEN-LANTERN-10023,"The security answer for the given question is ""GOLDEN","The security answer for the given question is ""GOLDEN",False,False,False,-13.6875,-1.140625,1.96484375,,,example_0006,table,256,4096,0.9696340560913086,0.9730889797210693
sink_stress,4096,0.699951171875,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.78125,-0.70751953125,1.2802734375,,,example_0007,table,256,4096,0.9696131348609924,0.9684783816337585
sink_stress,4096,0.699951171875,AMBER-HARBOR-10017,AMBER-HARBOR-10017,AMBER-HARBOR-10017,False,True,True,-10.3984375,-0.9453125,0.25341796875,0.061001553827102116,1630196.2784218895,example_0000,table,512,4096,0.9712305068969727,0.9666995406150818
sink_stress,4096,0.699951171875,COBALT-MEADOW-10018,COBALT-MEADOW-10018,COBALT-MEADOW-10018,False,True,True,-9.9765625,-0.83154296875,0.6494140625,0.0466547613948407,1547921.6914031527,example_0001,table,512,4096,0.971508800983429,0.9709503054618835
sink_stress,4096,0.699951171875,IVORY-LANTERN-10019,IVORY-LANTERN-10019,IVORY-LANTERN-10019,False,True,True,-6.671875,-0.6064453125,1.3017578125,0.06581091701849053,1440318.324057882,example_0002,table,512,4096,0.9704425930976868,0.9750044345855713
sink_stress,4096,0.699951171875,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,SCARLET-BREEZE-10020,False,True,True,-9.90625,-0.8251953125,0.454833984375,,,example_0003,table,512,4096,0.9717208743095398,0.9695752263069153
sink_stress,4096,0.699951171875,SABLE-HARBOR-10021,SABLE-HARBOR-10021,SABLE-HARBOR-10021,False,True,True,-13.4609375,-1.2236328125,0.1761474609375,,,example_0004,table,512,4096,0.9737668633460999,0.9705148339271545
sink_stress,4096,0.699951171875,SILVER-MEADOW-10022,SILVER-MEADOW-10022,SILVER-MEADOW-10022,False,True,True,-14.875,-1.2392578125,0.91064453125,,,example_0005,table,512,4096,0.9763057231903076,0.979231059551239
sink_stress,4096,0.699951171875,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,GOLDEN-LANTERN-10023,False,True,True,-12.3671875,-1.0302734375,0.97802734375,,,example_0006,table,512,4096,0.9755241870880127,0.9709059596061707
sink_stress,4096,0.699951171875,TEAL-BREEZE-10024,TEAL-BREEZE-10024,TEAL-BREEZE-10024,False,True,True,-7.5625,-0.6875,0.461181640625,,,example_0007,table,512,4096,0.9768505096435547,0.9764299988746643
